OBS,Path,BaseTable,DataTablePath,f.Name,prompttext,ft.Name,DataType,mmria_path,value1,value2,mmria_value,MMRIA Group Name,Comments
607,DeathCertificate3.DC_DoI_flag,DeathCertificate,DeathCertificate3,DC_DoI_flag,Estimate,Checkbox,Boolean,death_certificate/injury_associated_information/date_of_injury/is_estimated ,,,,,
608,DeathCertificate3.DC_InHosp,DeathCertificate,DeathCertificate3,DC_InHosp,If death occured in hospital:*,Legal Values,Unknown,death_certificate/death_information/death_occured_in_hospital ,,,(blank),,
609,DeathCertificate3.DC_InHosp,DeathCertificate,DeathCertificate3,DC_InHosp,If death occured in hospital:*,Legal Values,Unknown,death_certificate/death_information/death_occured_in_hospital ,Inpatient,,Inpatient,,
610,DeathCertificate3.DC_InHosp,DeathCertificate,DeathCertificate3,DC_InHosp,If death occured in hospital:*,Legal Values,Unknown,death_certificate/death_information/death_occured_in_hospital ,Outpatient/ ER,,Outpatient/ ER,,
611,DeathCertificate3.DC_InHosp,DeathCertificate,DeathCertificate3,DC_InHosp,If death occured in hospital:*,Legal Values,Unknown,death_certificate/death_information/death_occured_in_hospital ,Dead on arrival,,Dead on Arrival,,
612,DeathCertificate3.DC_InHosp,DeathCertificate,DeathCertificate3,DC_InHosp,If death occured in hospital:*,Legal Values,Unknown,death_certificate/death_information/death_occured_in_hospital ,Not specified,,Not Specified,,
613,DeathCertificate3.DC_InjCity,DeathCertificate,DeathCertificate3,DC_InjCity,City,Text,Text,death_certificate/address_of_injury/city,,,,,
614,DeathCertificate3.DC_InjCnty,DeathCertificate,DeathCertificate3,DC_InjCnty,County,Text,Text,death_certificate/address_of_injury/county,,,,,
615,DeathCertificate3.DC_InjLat,DeathCertificate,DeathCertificate3,DC_InjLat,Latitude:,Number,Number,death_certificate/address_of_injury/latitude,,,,,
616,DeathCertificate3.DC_InjLon,DeathCertificate,DeathCertificate3,DC_InjLon,Longitude,Number,Number,death_certificate/address_of_injury/longitude,,,,,
617,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,,,(blank),,Different between MMRDS and MMRIA
618,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,AL - Alabama,AL,AL- Alabama,,
619,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,AK - Alaska,AK,AK- Alaska,,
620,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,AZ - Arizona,AZ,AZ- Arizona,,
621,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,AR - Arkansas,AR,AR- Arkansas,,
622,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,CA - California,CA,CA- California,,
623,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,CO - Colorado,CO,CO- Colorado,,
624,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,CT - Connecticut,CT,CT- Connecticut,,
625,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,DE - Delaware,DE,DE- Delaware,,
626,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,DC - District of Columbia,DC,DC- District of Columbia,,
627,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,FL - Florida,FL,FL- Florida,,
628,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,GA - Georgia,GA,GA- Georgia,,
629,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,HI - Hawaii,HI,HI- Hawaii,,
630,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,ID - Idaho,ID,ID- Idaho,,
631,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,IL - Illinois,IL,IL- Illinois,,
632,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,IN - Indiana,IN,IN- Indiana,,
633,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,IA - Iowa,IA,IA- Iowa,,
634,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,KS - Kansas,KS,KS- Kansas,,
635,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,KY - Kentucky,KY,KY- Kentucky,,
636,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,LA - Louisiana,LA,LA- Louisiana,,
637,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,ME - Maine,ME,ME- Maine,,
638,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,MD - Maryland,MD,MD- Maryland,,
639,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,MA - Massachusetts,MA,MA- Massachusetts,,
640,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,MI - Michigan,MI,MI- Michigan,,
641,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,MN - Minnesota,MN,MN- Minnesota,,
642,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,MS - Mississippi,MS,MS- Mississippi,,
643,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,MO - Missouri,MO,MO- Missouri,,
644,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,MT - Montana,MT,MT- Montana,,
645,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,NE - Nebraska,NE,NE- Nebraska,,
646,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,NV - Nevada,NV,NV- Nevada,,
647,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,NH - New Hampshire,NH,NH- New Hampshire,,
648,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,NJ - New Jersy,NJ,NJ- New Jersey,,
649,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,NM - New Mexico,NM,NM- New Mexico,,
650,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,NY - New York,NY,NY- New York,,
651,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,NC - North Carolina,NC,NC- North Carolina,,
652,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,ND - North Dakota,ND,ND- North Dakota,,
653,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,OH - Ohio,OH,OH- Ohio,,
654,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,OK - Oklahoma,OK,OK- Oklahoma,,
655,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,OR - Oregon,OR,OR- Oregon,,
656,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,PA - Pennsylvania,PA,PA- Pennsylvania,,
657,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,RI - Rhode Island,RI,RI- Rhode Island,,
658,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,SC - South Carolina,SC,SC- South Carolina,,
659,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,SD - South Dakota,SD,SD- South Dakota,,
660,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,TN - Tennessee,TN,TN- Tennessee,,
661,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,TX - Texas,TX,TX- Texas,,
662,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,UT - Utah,UT,UT- Utah,,
663,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,VT - Vermont,VT,VT- Vermont,,
664,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,VA - Virginia,VA,VA- Virginia,,
665,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,WA - Washington,WA,WA- Washington,,
666,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,WV - West Virginia,WV,WV- West Virginia,,
667,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,WI - Wisconsin,WI,WI- Wisconsin,,
668,DeathCertificate3.DC_InjState,DeathCertificate,DeathCertificate3,DC_InjState,State,Comment Legal,Unknown,death_certificate/address_of_injury/state,WY - Wyoming,WY,WY- Wyoming,,
669,DeathCertificate3.DC_InjStreet,DeathCertificate,DeathCertificate3,DC_InjStreet,Street,Text,Text,death_certificate/address_of_injury/street,,,,,
670,DeathCertificate3.DC_InjZip,DeathCertificate,DeathCertificate3,DC_InjZip,ZIP Code,Text,Text,death_certificate/address_of_injury/zip_code,,,,,
671,DeathCertificate3.DC_LODCity,DeathCertificate,DeathCertificate3,DC_LODCity,City*,Text,Text,death_certificate/address_of_death/city,,,,,
672,DeathCertificate3.DC_LODCnty,DeathCertificate,DeathCertificate3,DC_LODCnty,County*,Text,Text,death_certificate/address_of_death/county,,,,,
673,DeathCertificate3.DC_LODLat,DeathCertificate,DeathCertificate3,DC_LODLat,Latitude*,Number,Number,death_certificate/address_of_death/latitude,,,,,
674,DeathCertificate3.DC_LODLon,DeathCertificate,DeathCertificate3,DC_LODLon,Longitude*,Number,Number,death_certificate/address_of_death/longitude,,,,,
675,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,,,(blank),,Different between MMRDS and MMRIA
676,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,AL - Alabama,AL,AL- Alabama,,
677,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,AK - Alaska,AK,AK- Alaska,,
678,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,AZ - Arizona,AZ,AZ- Arizona,,
679,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,AR - Arkansas,AR,AR- Arkansas,,
680,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,CA - California,CA,CA- California,,
681,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,CO - Colorado,CO,CO- Colorado,,
682,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,CT - Connecticut,CT,CT- Connecticut,,
683,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,DE - Delaware,DE,DE- Delaware,,
684,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,DC - District of Columbia,DC,DC- District of Columbia,,
685,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,FL - Florida,FL,FL- Florida,,
686,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,GA - Georgia,GA,GA- Georgia,,
687,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,HI - Hawaii,HI,HI- Hawaii,,
688,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,ID - Idaho,ID,ID- Idaho,,
689,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,IL - Illinois,IL,IL- Illinois,,
690,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,IN - Indiana,IN,IN- Indiana,,
691,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,IA - Iowa,IA,IA- Iowa,,
692,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,KS - Kansas,KS,KS- Kansas,,
693,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,KY - Kentucky,KY,KY- Kentucky,,
694,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,LA - Louisiana,LA,LA- Louisiana,,
695,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,ME - Maine,ME,ME- Maine,,
696,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,MD - Maryland,MD,MD- Maryland,,
697,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,MA - Massachusetts,MA,MA- Massachusetts,,
698,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,MI - Michigan,MI,MI- Michigan,,
699,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,MN - Minnesota,MN,MN- Minnesota,,
700,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,MS - Mississippi,MS,MS- Mississippi,,
701,DeathCertificate3.DC_LODState,DeathCertificate,DeathCertificate3,DC_LODState,State*,Comment Legal,Unknown,death_certificate/address_of_death/state,MO - Missouri,MO,MO- Missouri,,
